
2025-05-08 17:10:29,medium,1.03,1.33,1.74,0.68,1.39,2.16,0.41,2.15,0.43,11.32
2025-05-08 17:10:40,medium,1.17,1.33,1.66,0.67,1.41,2.13,0.43,2.14,0.35,11.27
2025-05-08 17:10:51,medium,1.04,1.22,1.58,0.57,1.36,2.13,0.39,2.03,0.46,10.78
2025-05-08 17:11:02,medium,1.11,1.45,1.63,0.65,1.35,2.15,0.34,2.07,0.49,11.23
2025-05-08 17:11:14,medium,1.04,1.32,1.61,0.57,1.37,2.07,0.46,2.09,0.44,10.97
2025-05-08 17:11:25,medium,1.04,1.33,1.59,0.6,1.33,2.08,0.39,2.18,0.48,11.04
2025-05-08 17:11:36,medium,1.14,1.3,1.6,0.57,1.22,2.07,0.49,2.16,0.47,11.01
2025-05-08 17:11:47,medium,1.14,1.26,1.57,0.54,1.33,2.14,0.36,2.06,0.38,10.79
2025-05-08 17:11:58,medium,1.14,1.29,1.56,0.61,1.28,2.19,0.45,2.07,0.53,11.12
2025-05-08 17:12:10,medium,1.1,1.35,1.64,0.58,1.38,2.05,0.57,2.09,0.41,11.16
2025-05-08 17:12:21,medium,1.17,1.28,1.54,0.62,1.31,2.08,0.45,2.13,0.42,11.0
2025-05-08 17:12:32,medium,1.07,1.29,1.68,0.54,1.23,2.07,0.38,2.13,0.42,10.8
2025-05-08 17:12:43,medium,1.12,1.3,1.65,0.57,1.4,2.06,0.39,2.09,0.49,11.05
2025-05-08 17:12:55,medium,1.06,1.3,1.64,0.61,1.28,2.11,0.51,2.13,0.46,11.11
2025-05-08 17:13:06,medium,1.08,1.34,1.62,0.6,1.25,2.1,0.38,2.1,0.36,10.84
2025-05-08 17:13:17,medium,1.12,1.27,1.64,0.58,1.28,2.11,0.34,2.03,0.39,10.77
2025-05-08 17:13:28,medium,1.12,1.35,1.56,0.69,1.31,2.11,0.38,2.1,0.4,11.02
2025-05-08 17:13:39,medium,1.16,1.3,1.7,0.58,1.28,2.06,0.35,2.07,0.49,10.99
2025-05-08 17:13:51,medium,1.1,1.34,1.53,0.57,1.31,2.04,0.4,2.11,0.43,10.84
2025-05-08 17:14:02,medium,1.17,1.23,1.57,0.71,1.26,2.22,0.52,2.05,0.48,11.21
2025-05-08 17:14:13,medium,1.07,1.3,1.71,0.6,1.33,2.09,0.43,2.17,0.39,11.08
2025-05-08 17:14:24,medium,1.09,1.28,1.61,0.6,1.31,2.15,0.38,2.1,0.4,10.91
2025-05-08 17:14:35,medium,1.06,1.25,1.57,0.63,1.25,2.12,0.44,2.16,0.44,10.92
2025-05-08 17:14:46,medium,1.21,1.26,1.6,0.56,1.33,2.05,0.43,2.08,0.36,10.88
2025-05-08 17:14:57,medium,1.13,1.3,1.65,0.57,1.29,2.07,0.45,2.14,0.35,10.94
2025-05-08 17:15:08,medium,1.07,1.3,1.56,0.58,1.41,2.08,0.43,2.07,0.37,10.87
2025-05-08 17:15:19,medium,1.1,1.35,1.64,0.62,1.26,2.12,0.43,2.1,0.44,11.06
2025-05-08 17:15:31,medium,1.1,1.23,1.6,0.68,1.35,2.13,0.44,2.09,0.37,10.98
2025-05-08 17:15:42,medium,1.04,1.37,1.55,0.6,1.31,2.07,0.39,2.12,0.51,10.97
2025-05-08 17:15:53,medium,1.2,1.29,1.61,0.7,1.44,2.11,0.4,2.04,0.4,11.19
2025-05-08 17:16:04,medium,1.08,1.33,1.65,0.57,1.23,2.13,0.32,2.11,0.41,10.83
2025-05-08 17:16:15,medium,1.1,1.31,1.55,0.64,1.32,2.09,0.41,2.17,0.36,10.97
2025-05-08 17:16:26,medium,1.14,1.38,1.58,0.6,1.3,2.06,0.41,2.1,0.35,10.92
2025-05-08 17:16:38,medium,1.11,1.3,1.61,0.65,1.27,2.18,0.44,2.09,0.35,10.99
2025-05-08 17:16:49,medium,1.15,1.28,1.71,0.57,1.41,2.1,0.44,2.15,0.37,11.18
2025-05-08 17:17:00,medium,1.05,1.3,1.56,0.6,1.35,2.1,0.43,2.05,0.54,10.98
2025-05-08 17:17:11,medium,1.13,1.28,1.61,0.63,1.31,2.08,0.41,2.16,0.5,11.11
2025-05-08 17:17:22,medium,1.15,1.34,1.69,0.63,1.33,2.13,0.42,2.05,0.39,11.13
2025-05-08 17:17:34,medium,1.08,1.3,1.6,0.65,1.38,2.12,0.38,2.09,0.33,10.92
2025-05-08 17:17:45,medium,1.08,1.31,1.58,0.6,1.28,2.14,0.41,2.11,0.38,10.89
2025-05-08 17:17:56,medium,1.14,1.34,1.57,0.66,1.25,2.25,0.44,2.18,0.55,11.37
2025-05-08 17:18:07,medium,1.07,1.26,1.61,0.65,1.31,2.07,0.5,2.14,0.42,11.03
2025-05-08 17:18:19,medium,1.11,1.36,1.55,0.6,1.38,2.11,0.36,2.1,0.45,11.03
2025-05-08 17:18:30,medium,1.08,1.31,1.63,0.58,1.42,2.14,0.32,2.19,0.42,11.07
2025-05-08 17:18:41,medium,1.13,1.32,1.54,0.6,1.26,2.11,0.36,2.06,0.49,10.87
2025-05-08 17:18:52,medium,1.1,1.34,1.61,0.59,1.23,2.07,0.59,2.12,0.51,11.16
2025-05-08 17:19:04,medium,1.12,1.31,1.65,0.63,1.37,2.14,0.49,2.12,0.51,11.34
2025-05-08 17:19:16,medium,1.13,1.32,1.61,0.57,1.34,2.09,0.36,2.08,0.35,10.84
2025-05-08 17:19:27,medium,1.11,1.31,1.69,0.66,1.32,2.04,0.44,2.19,0.38,11.14
2025-05-08 17:19:38,medium,1.15,1.27,1.53,0.56,1.35,2.03,0.36,2.16,0.47,10.88
2025-05-08 17:19:49,medium,1.09,1.29,1.6,0.59,1.25,2.04,0.52,2.13,0.46,10.97
2025-05-08 17:20:02,medium,1.05,1.28,1.58,0.63,1.35,2.14,0.44,2.09,0.48,11.05
2025-05-08 17:20:13,medium,1.1,1.31,1.68,0.66,1.33,2.06,0.51,2.08,0.41,11.14
2025-05-08 17:20:24,medium,1.09,1.27,1.6,0.55,1.3,2.07,0.48,2.11,0.36,10.84
2025-05-08 17:20:35,medium,1.12,1.4,1.64,0.59,1.23,2.03,0.4,2.07,0.45,10.93
2025-05-08 17:20:47,medium,1.1,1.33,1.61,0.68,1.38,2.15,0.4,2.1,0.39,11.13
2025-05-08 17:20:58,medium,1.06,1.4,1.55,0.54,1.23,2.09,0.33,2.06,0.43,10.69
2025-05-08 17:21:09,medium,1.11,1.26,1.55,0.59,1.3,2.09,0.4,2.13,0.38,10.8
2025-05-08 17:21:20,medium,1.11,1.34,1.67,0.68,1.46,2.04,0.43,2.16,0.58,11.46
2025-05-08 17:21:31,medium,1.15,1.28,1.64,0.57,1.3,2.1,0.39,2.13,0.41,10.97
2025-05-08 17:21:43,medium,1.07,1.38,1.66,0.68,1.3,2.17,0.35,2.21,0.42,11.24
2025-05-08 17:21:54,medium,1.17,1.28,1.65,0.66,1.33,2.1,0.41,2.1,0.42,11.11
2025-05-08 17:22:05,medium,1.1,1.31,1.61,0.6,1.36,2.14,0.34,2.11,0.41,10.98
2025-05-08 17:22:16,medium,1.12,1.28,1.58,0.6,1.33,2.18,0.43,2.08,0.36,10.97
2025-05-08 17:22:28,medium,1.07,1.31,1.59,0.6,1.32,2.18,0.39,2.09,0.45,11.0
2025-05-08 17:22:39,medium,1.09,1.36,1.6,0.63,1.3,2.13,0.41,2.09,0.36,10.98
2025-05-08 17:22:50,medium,1.13,1.3,1.66,0.58,1.32,2.12,0.5,2.08,0.36,11.06
2025-05-08 17:23:01,medium,1.06,1.27,1.55,0.6,1.33,2.14,0.33,2.17,0.45,10.91
2025-05-08 17:23:13,medium,1.09,1.28,1.66,0.57,1.44,2.04,0.38,2.12,0.41,10.98
2025-05-08 17:23:24,medium,1.05,1.32,1.63,0.62,1.31,2.1,0.35,2.04,0.52,10.94
2025-05-08 17:23:35,medium,1.12,1.44,1.64,0.67,1.25,2.19,0.44,2.13,0.37,11.25
2025-05-08 17:23:46,medium,1.1,1.27,1.65,0.68,1.26,2.14,0.36,2.08,0.37,10.91
2025-05-08 17:23:57,medium,1.04,1.4,1.63,0.63,1.27,2.12,0.48,2.05,0.44,11.05
2025-05-08 17:24:08,medium,1.08,1.28,1.59,0.6,1.3,2.1,0.36,2.09,0.47,10.88
2025-05-08 17:24:20,medium,1.13,1.3,1.57,0.72,1.25,2.09,0.45,2.16,0.43,11.08
2025-05-08 17:24:31,medium,1.15,1.27,1.62,0.63,1.29,2.1,0.4,2.08,0.41,10.95
2025-05-08 17:24:42,medium,1.06,1.29,1.57,0.68,1.34,2.08,0.52,2.18,0.36,11.08
2025-05-08 17:24:53,medium,1.09,1.29,1.6,0.72,1.31,2.1,0.33,2.1,0.46,11.01
2025-05-08 17:25:04,medium,1.13,1.25,1.56,0.6,1.31,2.15,0.43,2.16,0.38,10.98
2025-05-08 17:25:16,medium,1.1,1.3,1.61,0.62,1.26,2.11,0.53,2.03,0.45,11.01
2025-05-08 17:25:27,medium,1.07,1.27,1.65,0.56,1.31,2.11,0.41,2.05,0.53,10.96
2025-05-08 17:25:38,medium,1.1,1.29,1.61,0.55,1.31,2.11,0.47,2.18,0.41,11.03
2025-05-08 17:25:49,medium,1.11,1.25,1.6,0.6,1.3,2.12,0.43,2.1,0.4,10.91
